,action_i,action,cost,prob,user,tod
3772,3,food,0.0,0.84000000834465,6,23
3773,4,finance,-1.0,0.84000000834465,7,8
3774,4,finance,0.0,0.84000000834465,5,21
3775,3,food,-1.0,0.84000000834465,4,12
3776,2,music,-1.0,0.84000000834465,3,2
3777,2,music,0.0,0.84000000834465,9,22
3778,4,finance,-1.0,0.84000000834465,5,3
3779,0,politics,0.0,0.84000000834465,3,22
3780,4,finance,-1.0,0.84000000834465,1,2
3781,4,finance,-1.0,0.84000000834465,1,12
3782,4,finance,0.0,0.039999997913837494,1,23
3783,3,food,-1.0,0.84000000834465,8,8
3784,4,finance,-1.0,0.84000000834465,7,10
3785,4,finance,-1.0,0.84000000834465,7,12
3786,4,finance,-1.0,0.84000000834465,5,1
3787,3,food,0.0,0.84000000834465,6,21
3788,2,music,0.0,0.84000000834465,9,19
3789,3,food,-1.0,0.84000000834465,8,9
3790,2,music,0.0,0.84000000834465,9,18
3791,2,music,-1.0,0.84000000834465,9,11
3792,4,finance,-1.0,0.84000000834465,7,15
3793,4,finance,-1.0,0.039999997913837494,6,9
3794,4,finance,0.0,0.84000000834465,3,16
3795,3,food,0.0,0.039999997913837494,1,18
3796,4,finance,-1.0,0.84000000834465,5,3
3797,3,food,0.0,0.84000000834465,4,22
3798,4,finance,-1.0,0.039999997913837494,9,10
3799,3,food,-1.0,0.84000000834465,8,12
3800,3,food,-1.0,0.84000000834465,2,8
3801,3,food,-1.0,0.84000000834465,6,3
3802,4,finance,-1.0,0.84000000834465,6,12
3803,0,politics,-1.0,0.039999997913837494,3,13
3804,2,music,0.0,0.84000000834465,9,23
3805,0,politics,0.0,0.84000000834465,3,22
3806,3,food,-1.0,0.84000000834465,8,12
3807,4,finance,0.0,0.84000000834465,1,22
3808,3,food,-1.0,0.84000000834465,6,0
3809,3,food,0.0,0.039999997913837494,3,3
3810,3,food,-1.0,0.84000000834465,8,8
3811,4,finance,0.0,0.84000000834465,9,18
3812,3,food,-1.0,0.84000000834465,8,12
3813,4,finance,-1.0,0.84000000834465,7,16
3814,0,politics,0.0,0.039999997913837494,2,7
3815,3,food,0.0,0.84000000834465,6,20
3816,3,food,-1.0,0.84000000834465,8,16
3817,1,sports,-1.0,0.84000000834465,1,11
3818,4,finance,-1.0,0.84000000834465,1,6
3819,4,finance,-1.0,0.84000000834465,0,12
3820,3,food,-1.0,0.84000000834465,2,13
3821,2,music,0.0,0.039999997913837494,2,11
3822,3,food,-1.0,0.84000000834465,0,7
3823,4,finance,-1.0,0.84000000834465,7,10
3824,4,finance,-1.0,0.84000000834465,7,0
3825,3,food,-1.0,0.039999997913837494,0,6
3826,4,finance,-1.0,0.84000000834465,5,9
3827,3,food,0.0,0.84000000834465,8,21
3828,2,music,-1.0,0.84000000834465,9,3
3829,0,politics,0.0,0.039999997913837494,5,16
3830,4,finance,-1.0,0.84000000834465,1,9
3831,1,sports,-1.0,0.84000000834465,8,6
3832,3,food,-1.0,0.84000000834465,0,11
3833,3,food,-1.0,0.84000000834465,0,11
3834,2,music,-1.0,0.84000000834465,9,13
3835,2,music,-1.0,0.84000000834465,9,11
3836,4,finance,0.0,0.84000000834465,3,16
3837,3,food,-1.0,0.84000000834465,2,8
3838,4,finance,0.0,0.039999997913837494,8,6
3839,1,sports,-1.0,0.84000000834465,8,6
3840,0,politics,0.0,0.039999997913837494,5,8
3841,4,finance,-1.0,0.84000000834465,1,2
3842,3,food,-1.0,0.84000000834465,4,3
3843,3,food,-1.0,0.84000000834465,4,7
3844,4,finance,-1.0,0.84000000834465,5,5
3845,2,music,0.0,0.039999997913837494,7,18
3846,3,food,0.0,0.84000000834465,0,20
3847,3,food,-1.0,0.84000000834465,6,14
3848,3,food,-1.0,0.84000000834465,2,8
3849,3,food,-1.0,0.84000000834465,4,11
3850,3,food,-1.0,0.84000000834465,2,16
3851,3,food,-1.0,0.84000000834465,0,0
3852,4,finance,-1.0,0.84000000834465,5,8
3853,4,finance,-1.0,0.84000000834465,7,16
3854,3,food,-1.0,0.84000000834465,4,19
3855,3,food,-1.0,0.84000000834465,0,19
3856,4,finance,-1.0,0.84000000834465,1,5
3857,0,politics,-1.0,0.039999997913837494,6,11
3858,4,finance,0.0,0.84000000834465,3,17
3859,4,finance,0.0,0.84000000834465,9,15
3860,2,music,-1.0,0.84000000834465,9,2
3861,3,food,-1.0,0.84000000834465,8,7
3862,4,finance,0.0,0.039999997913837494,0,21
3863,2,music,-1.0,0.84000000834465,9,9
3864,3,food,-1.0,0.84000000834465,0,13
3865,0,politics,-1.0,0.84000000834465,3,8
3866,4,finance,-1.0,0.84000000834465,3,4
3867,3,food,-1.0,0.84000000834465,0,0
3868,2,music,-1.0,0.84000000834465,9,3
3869,4,finance,-1.0,0.84000000834465,5,4
3870,3,food,-1.0,0.84000000834465,0,5
3871,0,politics,0.0,0.039999997913837494,8,14
3872,1,sports,0.0,0.039999997913837494,4,14
3873,1,sports,-1.0,0.84000000834465,1,6
3874,2,music,-1.0,0.84000000834465,9,3
3875,3,food,-1.0,0.84000000834465,8,3
3876,4,finance,0.0,0.039999997913837494,8,2
3877,3,food,-1.0,0.84000000834465,8,16
3878,1,sports,0.0,0.84000000834465,1,20
3879,4,finance,-1.0,0.039999997913837494,9,2
3880,3,food,-1.0,0.84000000834465,0,1
3881,1,sports,0.0,0.039999997913837494,2,20
3882,3,food,-1.0,0.84000000834465,4,7
3883,4,finance,-1.0,0.84000000834465,5,9
3884,3,food,0.0,0.84000000834465,2,23
3885,3,food,-1.0,0.84000000834465,4,15
3886,4,finance,0.0,0.84000000834465,3,18
3887,3,food,-1.0,0.84000000834465,6,10
3888,0,politics,-1.0,0.84000000834465,3,1
3889,3,food,0.0,0.039999997913837494,3,11
3890,4,finance,-1.0,0.84000000834465,7,16
3891,3,food,-1.0,0.84000000834465,2,9
3892,2,music,-1.0,0.84000000834465,3,0
3893,4,finance,0.0,0.84000000834465,5,20
3894,3,food,-1.0,0.84000000834465,4,18
3895,4,finance,-1.0,0.84000000834465,9,4
3896,3,food,-1.0,0.84000000834465,4,3
3897,4,finance,-1.0,0.84000000834465,9,7
3898,0,politics,-1.0,0.039999997913837494,6,7
3899,3,food,0.0,0.84000000834465,6,20
3900,3,food,-1.0,0.84000000834465,4,9
3901,4,finance,0.0,0.84000000834465,7,21
3902,3,food,-1.0,0.84000000834465,4,5
3903,4,finance,-1.0,0.84000000834465,7,8
3904,3,food,-1.0,0.84000000834465,8,18
3905,3,food,-1.0,0.84000000834465,4,10
3906,2,music,-1.0,0.84000000834465,9,10
3907,4,finance,-1.0,0.84000000834465,5,4
3908,3,food,-1.0,0.84000000834465,4,8
3909,4,finance,-1.0,0.84000000834465,5,3
3910,0,politics,-1.0,0.039999997913837494,6,9
3911,3,food,-1.0,0.84000000834465,4,4
3912,3,food,-1.0,0.84000000834465,8,17
3913,2,music,-1.0,0.84000000834465,3,3
3914,4,finance,-1.0,0.84000000834465,5,0
3915,3,food,0.0,0.84000000834465,0,23
3916,4,finance,-1.0,0.84000000834465,7,16
3917,4,finance,-1.0,0.84000000834465,7,12
3918,2,music,0.0,0.84000000834465,3,23
3919,3,food,-1.0,0.84000000834465,4,17
3920,4,finance,0.0,0.84000000834465,9,19
3921,3,food,-1.0,0.84000000834465,2,8
3922,3,food,0.0,0.84000000834465,2,22
3923,4,finance,-1.0,0.84000000834465,1,5
3924,2,music,-1.0,0.84000000834465,3,11
3925,4,finance,-1.0,0.84000000834465,1,14
3926,3,food,-1.0,0.84000000834465,6,13
3927,3,food,-1.0,0.84000000834465,2,2
3928,4,finance,-1.0,0.84000000834465,3,4
3929,4,finance,-1.0,0.84000000834465,9,4
3930,3,food,-1.0,0.84000000834465,8,15
3931,4,finance,-1.0,0.84000000834465,1,4
3932,0,politics,0.0,0.039999997913837494,4,5
3933,0,politics,0.0,0.039999997913837494,8,14
3934,3,food,-1.0,0.84000000834465,8,18
3935,4,finance,-1.0,0.84000000834465,7,2
3936,4,finance,0.0,0.84000000834465,7,22
3937,4,finance,0.0,0.84000000834465,9,17
3938,3,food,-1.0,0.84000000834465,6,16
3939,4,finance,-1.0,0.84000000834465,1,4
3940,4,finance,0.0,0.84000000834465,9,15
3941,3,food,-1.0,0.84000000834465,4,6
3942,4,finance,-1.0,0.84000000834465,3,12
3943,4,finance,-1.0,0.84000000834465,1,16
3944,4,finance,-1.0,0.84000000834465,7,9
3945,2,music,-1.0,0.84000000834465,3,0
3946,4,finance,0.0,0.039999997913837494,8,8
3947,3,food,-1.0,0.84000000834465,8,7
3948,2,music,0.0,0.84000000834465,3,20
3949,3,food,-1.0,0.84000000834465,2,12
3950,1,sports,-1.0,0.039999997913837494,6,4
3951,3,food,0.0,0.039999997913837494,3,11
3952,2,music,0.0,0.84000000834465,9,23
3953,1,sports,0.0,0.039999997913837494,5,5
3954,3,food,-1.0,0.84000000834465,8,5
3955,0,politics,0.0,0.039999997913837494,4,20
3956,3,food,-1.0,0.84000000834465,4,6
3957,3,food,-1.0,0.84000000834465,6,4
3958,4,finance,-1.0,0.84000000834465,1,4
3959,2,music,-1.0,0.84000000834465,9,10
3960,4,finance,-1.0,0.84000000834465,7,16
3961,4,finance,0.0,0.039999997913837494,6,19
3962,2,music,-1.0,0.84000000834465,0,2
3963,2,music,-1.0,0.84000000834465,3,11
3964,2,music,0.0,0.039999997913837494,7,11
3965,4,finance,-1.0,0.84000000834465,5,0
3966,3,food,0.0,0.84000000834465,4,20
3967,0,politics,0.0,0.84000000834465,9,21
3968,3,food,0.0,0.84000000834465,0,22
3969,4,finance,-1.0,0.84000000834465,5,4
3970,3,food,-1.0,0.84000000834465,2,4
3971,3,food,0.0,0.84000000834465,4,23
3972,1,sports,-1.0,0.84000000834465,1,3
3973,4,finance,-1.0,0.84000000834465,7,6
3974,3,food,-1.0,0.84000000834465,0,17
3975,1,sports,0.0,0.039999997913837494,3,8
3976,4,finance,-1.0,0.84000000834465,7,18
3977,4,finance,-1.0,0.84000000834465,5,13
3978,3,food,0.0,0.039999997913837494,9,6
3979,3,food,-1.0,0.84000000834465,6,18
3980,3,food,-1.0,0.84000000834465,8,16
3981,3,food,-1.0,0.84000000834465,6,17
3982,4,finance,-1.0,0.84000000834465,5,15
3983,3,food,0.0,0.039999997913837494,3,1
3984,3,food,-1.0,0.84000000834465,8,5
3985,4,finance,-1.0,0.84000000834465,7,13
3986,2,music,-1.0,0.84000000834465,9,9
3987,3,food,-1.0,0.84000000834465,2,3
3988,4,finance,-1.0,0.84000000834465,1,17
3989,4,finance,-1.0,0.84000000834465,5,17
3990,3,food,-1.0,0.84000000834465,2,10
3991,2,music,0.0,0.84000000834465,1,22
3992,4,finance,-1.0,0.84000000834465,9,12
3993,3,food,-1.0,0.84000000834465,0,4
3994,4,finance,0.0,0.039999997913837494,8,9
3995,4,finance,0.0,0.039999997913837494,0,17
3996,4,finance,-1.0,0.039999997913837494,6,6
3997,3,food,-1.0,0.84000000834465,8,17
3998,4,finance,-1.0,0.84000000834465,3,4
3999,3,food,-1.0,0.84000000834465,6,4
4000,3,food,-1.0,0.84000000834465,2,3
4001,4,finance,0.0,0.84000000834465,3,16
4002,1,sports,-1.0,0.84000000834465,1,8
4003,4,finance,-1.0,0.84000000834465,5,14
4004,3,food,-1.0,0.84000000834465,0,0
4005,4,finance,-1.0,0.84000000834465,9,4
4006,4,finance,-1.0,0.84000000834465,1,4
4007,3,food,-1.0,0.84000000834465,2,14
4008,4,finance,-1.0,0.84000000834465,7,18
4009,2,music,-1.0,0.84000000834465,9,10
4010,3,food,-1.0,0.84000000834465,8,11
4011,4,finance,-1.0,0.84000000834465,5,0
4012,4,finance,-1.0,0.84000000834465,1,7
4013,4,finance,-1.0,0.84000000834465,7,6
4014,0,politics,0.0,0.039999997913837494,9,23
4015,3,food,-1.0,0.84000000834465,6,4
4016,0,politics,0.0,0.039999997913837494,9,23
4017,2,music,-1.0,0.84000000834465,3,3
4018,3,food,-1.0,0.84000000834465,8,13
4019,3,food,-1.0,0.84000000834465,8,3
4020,4,finance,-1.0,0.84000000834465,3,7
4021,3,food,-1.0,0.84000000834465,2,17
4022,4,finance,-1.0,0.84000000834465,7,13
4023,4,finance,0.0,0.84000000834465,3,15
4024,3,food,-1.0,0.84000000834465,0,2
4025,3,food,-1.0,0.84000000834465,0,16
4026,3,food,-1.0,0.84000000834465,8,13
4027,4,finance,-1.0,0.84000000834465,7,9
4028,3,food,-1.0,0.84000000834465,6,7
4029,3,food,0.0,0.039999997913837494,7,6
4030,0,politics,-1.0,0.039999997913837494,3,13
4031,4,finance,0.0,0.84000000834465,9,16
4032,2,music,-1.0,0.84000000834465,9,3
4033,0,politics,-1.0,0.84000000834465,3,8
4034,4,finance,0.0,0.84000000834465,3,15
4035,4,finance,0.0,0.039999997913837494,8,2
4036,3,food,-1.0,0.84000000834465,0,10
4037,3,food,-1.0,0.84000000834465,6,4
4038,2,music,-1.0,0.84000000834465,9,5
4039,4,finance,-1.0,0.84000000834465,3,12
4040,1,sports,0.0,0.039999997913837494,7,4
4041,0,politics,-1.0,0.84000000834465,6,1
4042,0,politics,0.0,0.039999997913837494,5,4
4043,3,food,-1.0,0.84000000834465,0,1
4044,3,food,-1.0,0.84000000834465,0,2
4045,4,finance,-1.0,0.84000000834465,1,0
4046,2,music,-1.0,0.039999997913837494,1,16
4047,2,music,0.0,0.039999997913837494,5,8
4048,3,food,-1.0,0.84000000834465,2,16
4049,4,finance,-1.0,0.84000000834465,7,3
4050,4,finance,-1.0,0.84000000834465,7,18
4051,3,food,0.0,0.039999997913837494,5,14
4052,0,politics,-1.0,0.039999997913837494,0,1
4053,1,sports,0.0,0.039999997913837494,9,14
4054,4,finance,-1.0,0.84000000834465,1,12
4055,0,politics,-1.0,0.039999997913837494,0,13
4056,2,music,0.0,0.84000000834465,1,23
4057,2,music,0.0,0.039999997913837494,2,23
4058,2,music,0.0,0.84000000834465,1,22
4059,3,food,-1.0,0.84000000834465,2,17
4060,2,music,-1.0,0.84000000834465,6,2
4061,4,finance,0.0,0.039999997913837494,2,9
4062,3,food,0.0,0.84000000834465,4,23
4063,0,politics,0.0,0.84000000834465,9,21
4064,4,finance,-1.0,0.039999997913837494,9,9
4065,4,finance,-1.0,0.84000000834465,5,10
4066,2,music,-1.0,0.84000000834465,0,2
4067,3,food,-1.0,0.84000000834465,2,3
4068,4,finance,-1.0,0.039999997913837494,6,8
4069,2,music,-1.0,0.84000000834465,1,11
4070,4,finance,-1.0,0.84000000834465,1,15
4071,3,food,-1.0,0.84000000834465,4,1
4072,3,food,-1.0,0.84000000834465,2,19
4073,3,food,-1.0,0.84000000834465,2,6
4074,3,food,-1.0,0.84000000834465,2,0
4075,3,food,-1.0,0.84000000834465,8,12
4076,0,politics,0.0,0.84000000834465,6,21
4077,3,food,0.0,0.84000000834465,4,22
4078,4,finance,0.0,0.039999997913837494,8,15
4079,3,food,-1.0,0.84000000834465,2,7
4080,2,music,-1.0,0.84000000834465,9,5
4081,0,politics,-1.0,0.039999997913837494,9,14
4082,4,finance,-1.0,0.84000000834465,3,7
4083,3,food,-1.0,0.84000000834465,2,6
4084,2,music,-1.0,0.039999997913837494,0,10
4085,4,finance,-1.0,0.84000000834465,5,13
4086,2,music,0.0,0.84000000834465,9,22
4087,2,music,-1.0,0.84000000834465,9,5
4088,3,food,0.0,0.84000000834465,2,22
4089,4,finance,-1.0,0.84000000834465,5,12
4090,3,food,-1.0,0.84000000834465,6,19
4091,2,music,0.0,0.039999997913837494,4,13
4092,2,music,0.0,0.84000000834465,1,21
4093,3,food,-1.0,0.84000000834465,2,1
4094,4,finance,-1.0,0.039999997913837494,1,14
4095,3,food,-1.0,0.84000000834465,0,3
4096,3,food,-1.0,0.84000000834465,4,4
4097,4,finance,0.0,0.84000000834465,7,21
4098,4,finance,-1.0,0.84000000834465,1,7
4099,0,politics,-1.0,0.039999997913837494,9,8
4100,3,food,-1.0,0.84000000834465,4,12
4101,3,food,-1.0,0.84000000834465,4,16
4102,0,politics,0.0,0.039999997913837494,4,1
4103,4,finance,-1.0,0.84000000834465,3,4
4104,3,food,-1.0,0.84000000834465,8,14
4105,3,food,-1.0,0.84000000834465,0,8
4106,4,finance,-1.0,0.84000000834465,3,4
4107,4,finance,0.0,0.84000000834465,5,20
4108,2,music,-1.0,0.84000000834465,0,9
4109,3,food,-1.0,0.84000000834465,2,3
4110,3,food,-1.0,0.84000000834465,8,13
4111,0,politics,0.0,0.84000000834465,3,22
4112,3,food,-1.0,0.84000000834465,4,18
4113,0,politics,0.0,0.039999997913837494,2,14
4114,3,food,-1.0,0.84000000834465,8,9
4115,3,food,-1.0,0.84000000834465,2,2
4116,2,music,-1.0,0.84000000834465,6,9
4117,3,food,0.0,0.84000000834465,2,20
4118,4,finance,-1.0,0.84000000834465,5,1
4119,4,finance,-1.0,0.84000000834465,5,3
4120,3,food,0.0,0.84000000834465,6,21
4121,3,food,-1.0,0.84000000834465,2,11
4122,2,music,-1.0,0.84000000834465,6,14
4123,4,finance,0.0,0.84000000834465,5,22
4124,4,finance,0.0,0.84000000834465,3,19
4125,3,food,-1.0,0.84000000834465,6,8
4126,1,sports,-1.0,0.039999997913837494,0,3
4127,2,music,-1.0,0.84000000834465,1,1
4128,0,politics,0.0,0.039999997913837494,2,22
4129,3,food,-1.0,0.84000000834465,8,9
4130,3,food,-1.0,0.84000000834465,6,8
4131,4,finance,-1.0,0.84000000834465,0,12
4132,2,music,0.0,0.84000000834465,1,21
4133,2,music,-1.0,0.84000000834465,9,13
4134,3,food,-1.0,0.84000000834465,8,3
4135,0,politics,0.0,0.84000000834465,3,23
4136,3,food,-1.0,0.84000000834465,8,1
4137,1,sports,-1.0,0.84000000834465,0,6
4138,3,food,-1.0,0.84000000834465,2,4
4139,3,food,-1.0,0.84000000834465,8,4
4140,0,politics,-1.0,0.039999997913837494,3,12
4141,3,food,0.0,0.84000000834465,4,21
4142,4,finance,-1.0,0.84000000834465,5,11
4143,3,food,-1.0,0.84000000834465,8,1
4144,4,finance,-1.0,0.84000000834465,7,15
4145,1,sports,-1.0,0.039999997913837494,4,9
4146,3,food,0.0,0.039999997913837494,7,3
4147,3,food,-1.0,0.84000000834465,6,13
4148,3,food,-1.0,0.84000000834465,2,13
4149,2,music,0.0,0.84000000834465,9,19
4150,3,food,-1.0,0.84000000834465,2,17
4151,4,finance,-1.0,0.84000000834465,6,12
4152,3,food,-1.0,0.84000000834465,0,4
4153,2,music,-1.0,0.84000000834465,3,6
4154,4,finance,0.0,0.84000000834465,5,20
4155,2,music,0.0,0.84000000834465,1,23
4156,4,finance,-1.0,0.84000000834465,1,12
4157,4,finance,-1.0,0.84000000834465,6,12
4158,4,finance,-1.0,0.84000000834465,7,1
4159,4,finance,0.0,0.84000000834465,5,21
4160,3,food,-1.0,0.84000000834465,2,12
4161,3,food,-1.0,0.84000000834465,8,17
4162,2,music,-1.0,0.84000000834465,3,11
4163,1,sports,0.0,0.039999997913837494,2,21
4164,4,finance,-1.0,0.84000000834465,1,16
4165,2,music,-1.0,0.84000000834465,9,5
4166,3,food,-1.0,0.84000000834465,2,12
4167,0,politics,0.0,0.039999997913837494,8,14
4168,3,food,-1.0,0.84000000834465,0,4
4169,4,finance,-1.0,0.84000000834465,1,10
4170,3,food,-1.0,0.84000000834465,0,18
4171,3,food,-1.0,0.84000000834465,4,3
4172,3,food,-1.0,0.84000000834465,0,11
4173,3,food,-1.0,0.84000000834465,8,19
4174,4,finance,-1.0,0.84000000834465,7,8
4175,3,food,-1.0,0.84000000834465,2,12
4176,0,politics,-1.0,0.039999997913837494,6,11
4177,4,finance,-1.0,0.84000000834465,5,13
4178,2,music,0.0,0.039999997913837494,8,8
4179,4,finance,-1.0,0.84000000834465,1,10
4180,3,food,-1.0,0.84000000834465,6,16
4181,3,food,-1.0,0.84000000834465,0,4
4182,0,politics,0.0,0.84000000834465,6,21
4183,3,food,-1.0,0.84000000834465,4,3
4184,3,food,-1.0,0.84000000834465,6,4
4185,3,food,-1.0,0.84000000834465,4,10
4186,3,food,-1.0,0.84000000834465,2,9
4187,4,finance,-1.0,0.84000000834465,5,13
4188,3,food,0.0,0.84000000834465,2,22
4189,3,food,-1.0,0.84000000834465,6,3
4190,4,finance,0.0,0.84000000834465,5,20
4191,4,finance,0.0,0.84000000834465,9,15
4192,1,sports,0.0,0.039999997913837494,3,17
4193,4,finance,-1.0,0.84000000834465,5,1
4194,3,food,-1.0,0.84000000834465,0,4
4195,3,food,0.0,0.84000000834465,8,22
4196,2,music,-1.0,0.039999997913837494,1,16
4197,1,sports,0.0,0.039999997913837494,7,9
4198,4,finance,-1.0,0.84000000834465,9,7
4199,2,music,-1.0,0.84000000834465,3,0
4200,4,finance,-1.0,0.84000000834465,5,16
4201,2,music,-1.0,0.84000000834465,3,3
4202,4,finance,-1.0,0.84000000834465,7,9
4203,3,food,-1.0,0.84000000834465,4,17
4204,3,food,-1.0,0.84000000834465,8,5
4205,3,food,-1.0,0.84000000834465,4,3
4206,3,food,-1.0,0.84000000834465,2,7
4207,4,finance,0.0,0.039999997913837494,2,9
4208,4,finance,-1.0,0.84000000834465,7,7
4209,4,finance,-1.0,0.84000000834465,7,10
4210,3,food,-1.0,0.84000000834465,4,4
4211,4,finance,0.0,0.84000000834465,7,21
4212,4,finance,-1.0,0.84000000834465,7,9
4213,4,finance,0.0,0.039999997913837494,2,4
4214,3,food,0.0,0.039999997913837494,9,7
4215,3,food,0.0,0.84000000834465,8,20
4216,2,music,-1.0,0.84000000834465,3,5
4217,2,music,0.0,0.84000000834465,9,20
4218,2,music,-1.0,0.84000000834465,9,10
4219,4,finance,-1.0,0.84000000834465,7,16
4220,3,food,-1.0,0.84000000834465,8,19
4221,2,music,0.0,0.84000000834465,3,19
4222,4,finance,0.0,0.84000000834465,7,20
4223,3,food,-1.0,0.84000000834465,0,17
4224,3,food,-1.0,0.84000000834465,6,17
4225,2,music,-1.0,0.84000000834465,0,14
4226,3,food,-1.0,0.84000000834465,8,10
4227,3,food,0.0,0.84000000834465,0,22
4228,2,music,-1.0,0.84000000834465,9,14
4229,4,finance,-1.0,0.84000000834465,1,16
4230,0,politics,0.0,0.039999997913837494,4,22
4231,0,politics,0.0,0.039999997913837494,4,8
4232,2,music,0.0,0.039999997913837494,5,23
4233,4,finance,0.0,0.84000000834465,5,21
4234,3,food,-1.0,0.84000000834465,4,2
4235,4,finance,-1.0,0.84000000834465,5,18
4236,0,politics,-1.0,0.039999997913837494,0,10
4237,2,music,-1.0,0.84000000834465,9,1
4238,2,music,-1.0,0.84000000834465,9,6
4239,3,food,0.0,0.84000000834465,4,20
4240,3,food,-1.0,0.84000000834465,8,4
4241,2,music,-1.0,0.84000000834465,3,1
4242,1,sports,-1.0,0.039999997913837494,1,8
4243,4,finance,-1.0,0.84000000834465,5,8
4244,2,music,-1.0,0.84000000834465,3,13
4245,4,finance,-1.0,0.84000000834465,7,3
4246,4,finance,0.0,0.84000000834465,7,21
4247,3,food,-1.0,0.84000000834465,0,15
4248,0,politics,-1.0,0.039999997913837494,0,0
4249,2,music,-1.0,0.84000000834465,9,9
4250,3,food,-1.0,0.84000000834465,0,18
4251,4,finance,0.0,0.84000000834465,5,20
4252,4,finance,0.0,0.84000000834465,7,23
4253,3,food,-1.0,0.84000000834465,6,5
4254,4,finance,-1.0,0.84000000834465,5,13
4255,1,sports,0.0,0.039999997913837494,5,5
4256,3,food,-1.0,0.84000000834465,6,4
4257,4,finance,-1.0,0.84000000834465,9,7
4258,4,finance,0.0,0.84000000834465,5,21
4259,4,finance,0.0,0.84000000834465,7,22
4260,3,food,-1.0,0.84000000834465,6,17
4261,4,finance,-1.0,0.84000000834465,7,8
4262,1,sports,0.0,0.039999997913837494,7,5
4263,2,music,-1.0,0.84000000834465,1,2
4264,3,food,-1.0,0.84000000834465,8,14
4265,3,food,-1.0,0.84000000834465,0,19
4266,2,music,-1.0,0.84000000834465,3,4
4267,2,music,0.0,0.039999997913837494,4,11
4268,3,food,-1.0,0.84000000834465,8,3
4269,3,food,0.0,0.84000000834465,2,23
4270,3,food,-1.0,0.84000000834465,8,18
4271,2,music,-1.0,0.84000000834465,3,14
4272,3,food,-1.0,0.84000000834465,4,17
4273,3,food,0.0,0.039999997913837494,9,15
4274,4,finance,0.0,0.84000000834465,5,20
4275,2,music,0.0,0.84000000834465,1,23
4276,4,finance,-1.0,0.84000000834465,7,11
4277,4,finance,0.0,0.039999997913837494,8,11
4278,3,food,-1.0,0.84000000834465,8,4
4279,2,music,-1.0,0.84000000834465,1,1
4280,4,finance,-1.0,0.84000000834465,7,17
4281,3,food,-1.0,0.84000000834465,6,6
4282,3,food,-1.0,0.84000000834465,2,0
4283,4,finance,-1.0,0.84000000834465,5,5
4284,2,music,-1.0,0.84000000834465,9,11
4285,3,food,-1.0,0.84000000834465,0,7
4286,1,sports,-1.0,0.039999997913837494,6,3
4287,4,finance,-1.0,0.84000000834465,7,17
4288,0,politics,0.0,0.84000000834465,9,21
4289,2,music,-1.0,0.84000000834465,6,2
4290,3,food,-1.0,0.84000000834465,4,12
4291,3,food,-1.0,0.84000000834465,8,17
4292,4,finance,-1.0,0.84000000834465,1,4
4293,3,food,-1.0,0.84000000834465,4,16
4294,4,finance,-1.0,0.039999997913837494,3,6
4295,4,finance,-1.0,0.84000000834465,1,12
4296,2,music,-1.0,0.84000000834465,1,3
4297,4,finance,-1.0,0.84000000834465,1,4
4298,4,finance,-1.0,0.84000000834465,7,19
4299,0,politics,-1.0,0.84000000834465,0,12
4300,3,food,-1.0,0.84000000834465,0,17
4301,4,finance,-1.0,0.84000000834465,7,11
4302,4,finance,0.0,0.84000000834465,7,21
4303,4,finance,-1.0,0.84000000834465,6,12
4304,4,finance,-1.0,0.84000000834465,5,18
4305,3,food,-1.0,0.84000000834465,2,10
4306,4,finance,-1.0,0.84000000834465,5,10
4307,2,music,-1.0,0.84000000834465,9,13
4308,2,music,-1.0,0.84000000834465,6,10
4309,3,food,0.0,0.84000000834465,8,20
4310,4,finance,-1.0,0.84000000834465,9,12
4311,3,food,-1.0,0.84000000834465,0,5
4312,3,food,0.0,0.039999997913837494,5,23
4313,3,food,-1.0,0.84000000834465,8,16
4314,3,food,0.0,0.039999997913837494,7,17
4315,3,food,-1.0,0.84000000834465,0,16
4316,4,finance,-1.0,0.84000000834465,7,0
4317,4,finance,-1.0,0.84000000834465,7,9
4318,3,food,-1.0,0.84000000834465,2,16
4319,3,food,0.0,0.84000000834465,2,21
4320,3,food,0.0,0.84000000834465,4,22
4321,2,music,-1.0,0.84000000834465,9,1
4322,4,finance,0.0,0.84000000834465,7,22
4323,2,music,-1.0,0.84000000834465,3,9
4324,3,food,-1.0,0.84000000834465,8,8
4325,4,finance,-1.0,0.84000000834465,1,17
4326,4,finance,-1.0,0.84000000834465,7,4
4327,4,finance,-1.0,0.84000000834465,7,8
4328,2,music,-1.0,0.84000000834465,1,11
4329,3,food,-1.0,0.84000000834465,2,18
4330,3,food,-1.0,0.84000000834465,8,0
4331,2,music,-1.0,0.84000000834465,0,2
4332,2,music,0.0,0.84000000834465,9,19
4333,2,music,-1.0,0.84000000834465,9,14
4334,1,sports,0.0,0.039999997913837494,8,21
4335,3,food,-1.0,0.84000000834465,4,7
4336,4,finance,0.0,0.84000000834465,7,23
4337,4,finance,-1.0,0.84000000834465,5,3
4338,3,food,0.0,0.84000000834465,4,20
4339,3,food,0.0,0.039999997913837494,7,3
4340,2,music,0.0,0.84000000834465,1,22
4341,3,food,-1.0,0.84000000834465,2,5
4342,3,food,0.0,0.84000000834465,0,23
4343,0,politics,0.0,0.039999997913837494,4,6
4344,4,finance,0.0,0.84000000834465,3,15
4345,3,food,-1.0,0.84000000834465,8,10
